Flight Number,Date,Origin,Destination,Scheduled Departure Time,,Actual Departure Time,,Scheduled Arrival Time,,Actual Arrival Time,,Flight Duration,Delay (in minutes),Cancellation,Reason for Delay,Number of Passengers,Customer Satisfaction Score
SH2566,11-08-2024,ORD,SEA,01-01-2023 17:23,,01-01-2023 17:53,,01-01-2023 20:39,,01-01-2023 20:42,,196,3,No,Crew Unavailability,260,3
SH3707,12-02-2024,SFO,LAS,01-01-2023 06:22,,01-01-2023 06:27,,01-01-2023 10:55,,01-01-2023 11:05,,273,10,No,Air Traffic,83,7
SH0278,11-01-2023,SEA,JFK,01-01-2023 05:45,,01-01-2023 06:48,,01-01-2023 11:02,,01-01-2023 12:47,,317,105,No,Technical Issue,225,6
SH0104,04-03-2024,JFK,JFK,01-01-2023 15:20,,01-01-2023 16:12,,01-01-2023 17:25,,01-01-2023 18:25,,125,60,No,None,284,5
SH9235,21-06-2025,LAX,MIA,01-01-2023 08:45,,01-01-2023 10:26,,01-01-2023 10:50,,01-01-2023 11:52,,125,62,No,Crew Unavailability,293,1
SH7478,09-07-2023,SFO,ORD,01-01-2023 17:02,,01-01-2023 17:17,,01-01-2023 20:03,,01-01-2023 20:06,,181,3,No,Technical Issue,294,3
SH6010,14-04-2024,LAX,SEA,01-01-2023 16:11,,01-01-2023 16:16,,01-01-2023 18:28,,01-01-2023 19:27,,137,59,No,Technical Issue,114,1
SH0487,29-05-2024,DFW,JFK,01-01-2023 17:51,,01-01-2023 18:52,,01-01-2023 20:24,,01-01-2023 21:07,,153,43,No,Technical Issue,52,10
SH5753,29-03-2025,JFK,DEN,01-01-2023 11:06,,01-01-2023 13:04,,01-01-2023 13:32,,01-01-2023 15:10,,146,98,No,Air Traffic,283,9
SH7361,07-05-2024,JFK,ATL,01-01-2023 14:11,,01-01-2023 14:25,,01-01-2023 17:39,,01-01-2023 19:34,,208,115,No,Crew Unavailability,238,6
SH3526,09-08-2024,SEA,DFW,01-01-2023 12:52,,01-01-2023 14:39,,01-01-2023 18:40,,01-01-2023 18:46,,348,6,No,Crew Unavailability,294,5
SH4535,27-07-2024,JFK,ORD,01-01-2023 10:53,,01-01-2023 12:09,,01-01-2023 13:58,,01-01-2023 14:21,,185,23,No,None,148,10
SH6558,09-01-2024,MIA,SEA,01-01-2023 20:28,,01-01-2023 20:36,,01-01-2023 21:33,,01-01-2023 22:12,,65,39,No,Weather,64,8
SH2938,06-06-2024,DEN,ORD,01-01-2023 19:58,,01-01-2023 20:49,,02-01-2023 01:24,,02-01-2023 03:02,,326,98,No,Crew Unavailability,163,9
SH8578,02-05-2023,ORD,LAS,01-01-2023 15:52,,01-01-2023 16:10,,01-01-2023 18:45,,01-01-2023 19:48,,173,63,No,None,211,8
SH9042,26-12-2023,SFO,LAX,01-01-2023 15:17,,01-01-2023 16:45,,01-01-2023 20:56,,01-01-2023 21:02,,339,6,No,Crew Unavailability,123,5
SH8324,04-05-2024,JFK,JFK,01-01-2023 14:39,,01-01-2023 15:54,,01-01-2023 20:21,,01-01-2023 21:02,,342,41,No,None,288,3
SH9472,29-11-2023,SFO,SFO,01-01-2023 09:29,,01-01-2023 09:37,,01-01-2023 10:50,,01-01-2023 12:46,,81,116,No,Air Traffic,167,10
SH8423,11-08-2025,DEN,ORD,01-01-2023 01:47,,01-01-2023 01:57,,01-01-2023 04:12,,01-01-2023 05:02,,145,50,No,None,299,7
SH3711,21-09-2024,ATL,ORD,01-01-2023 11:18,,01-01-2023 12:49,,01-01-2023 12:43,,01-01-2023 13:44,,85,61,No,Technical Issue,137,10
SH0546,02-01-2023,ATL,DFW,01-01-2023 23:47,,02-01-2023 00:18,,02-01-2023 04:46,,02-01-2023 04:54,,299,8,No,Technical Issue,213,4
SH6365,28-10-2024,ORD,MIA,01-01-2023 22:47,,01-01-2023 23:13,,02-01-2023 04:21,,02-01-2023 06:01,,334,100,No,Weather,205,8
SH8847,29-01-2023,ORD,JFK,01-01-2023 06:00,,01-01-2023 07:30,,01-01-2023 09:40,,01-01-2023 11:35,,220,115,No,Technical Issue,138,5
SH7964,23-07-2024,MIA,LAX,01-01-2023 18:06,,01-01-2023 20:00,,01-01-2023 22:06,,01-01-2023 23:22,,240,76,No,Weather,100,2
SH2800,16-04-2025,LAS,ORD,01-01-2023 19:44,,01-01-2023 19:50,,01-01-2023 22:59,,01-01-2023 23:41,,195,42,No,None,277,6
SH4977,05-02-2024,DFW,MIA,01-01-2023 11:04,,01-01-2023 12:23,,01-01-2023 14:26,,01-01-2023 15:13,,202,47,No,None,99,5
SH7993,15-02-2023,SFO,JFK,01-01-2023 01:22,,01-01-2023 02:15,,01-01-2023 03:31,,01-01-2023 04:22,,129,51,No,Technical Issue,184,1
SH5465,15-07-2023,SEA,JFK,01-01-2023 20:31,,01-01-2023 21:24,,02-01-2023 00:19,,02-01-2023 00:23,,228,4,No,Air Traffic,164,7
SH6158,13-10-2024,SEA,DEN,01-01-2023 03:47,,01-01-2023 05:00,,01-01-2023 05:37,,01-01-2023 06:01,,110,24,No,Crew Unavailability,259,3
SH6388,20-09-2023,LAX,MIA,01-01-2023 20:30,,01-01-2023 21:01,,01-01-2023 21:35,,01-01-2023 22:09,,65,34,No,Technical Issue,79,3
SH5588,05-07-2023,ATL,ATL,01-01-2023 01:38,,01-01-2023 03:35,,01-01-2023 02:57,,01-01-2023 03:46,,79,49,No,None,299,6
SH5498,02-08-2023,LAX,ATL,01-01-2023 10:18,,01-01-2023 10:21,,01-01-2023 15:59,,01-01-2023 17:53,,341,114,No,Weather,247,3
SH3766,13-08-2025,LAX,MIA,01-01-2023 10:06,,01-01-2023 11:51,,01-01-2023 11:52,,01-01-2023 12:54,,106,62,No,Weather,99,8
SH5431,09-08-2023,DFW,ORD,01-01-2023 12:54,,01-01-2023 14:16,,01-01-2023 18:43,,01-01-2023 18:48,,349,5,No,Technical Issue,276,1
SH1972,03-05-2024,ATL,DEN,01-01-2023 04:52,,01-01-2023 05:16,,01-01-2023 08:44,,01-01-2023 08:49,,232,5,No,Air Traffic,227,5
SH0516,20-08-2023,LAX,DFW,01-01-2023 16:28,,01-01-2023 17:29,,01-01-2023 18:26,,01-01-2023 18:29,,118,3,No,Crew Unavailability,204,4
SH3287,03-07-2023,JFK,ATL,01-01-2023 13:18,,01-01-2023 14:22,,01-01-2023 16:19,,01-01-2023 18:05,,181,106,No,Crew Unavailability,206,7
SH2874,22-05-2024,ORD,SFO,01-01-2023 05:09,,01-01-2023 06:51,,01-01-2023 11:03,,01-01-2023 12:41,,354,98,No,None,58,8
SH0462,24-06-2025,MIA,MIA,01-01-2023 09:15,,01-01-2023 09:55,,01-01-2023 11:09,,01-01-2023 11:23,,114,14,No,Crew Unavailability,151,6
SH6942,02-04-2025,SEA,LAS,01-01-2023 23:04,,02-01-2023 00:57,,02-01-2023 02:12,,02-01-2023 03:04,,188,52,No,Air Traffic,236,10
SH7246,07-08-2023,LAS,LAS,01-01-2023 16:55,,01-01-2023 17:05,,01-01-2023 21:14,,01-01-2023 21:17,,259,3,No,Air Traffic,294,1
SH6894,26-05-2025,DEN,ORD,01-01-2023 19:04,,01-01-2023 19:47,,01-01-2023 23:39,,02-01-2023 00:34,,275,55,No,Air Traffic,79,9
SH8604,07-05-2023,SFO,ORD,01-01-2023 12:11,,01-01-2023 13:50,,01-01-2023 17:25,,01-01-2023 18:36,,314,71,No,Crew Unavailability,221,9
SH7212,26-05-2025,DFW,DEN,01-01-2023 11:49,,01-01-2023 12:21,,01-01-2023 13:51,,01-01-2023 14:50,,122,59,No,Crew Unavailability,160,8
SH4962,26-12-2023,SEA,MIA,01-01-2023 19:14,,01-01-2023 20:58,,02-01-2023 00:23,,02-01-2023 00:28,,309,5,No,Air Traffic,292,10
SH8444,19-06-2025,ATL,SEA,01-01-2023 01:48,,01-01-2023 02:01,,01-01-2023 06:12,,01-01-2023 07:03,,264,51,No,None,212,1
SH4373,28-04-2023,SFO,DEN,01-01-2023 14:36,,01-01-2023 16:04,,01-01-2023 15:59,,01-01-2023 17:15,,83,76,No,Weather,224,10
SH7631,18-07-2023,DEN,ATL,01-01-2023 07:02,,01-01-2023 08:16,,01-01-2023 08:55,,01-01-2023 10:22,,113,87,No,Air Traffic,193,4
SH3366,13-01-2023,SFO,DFW,01-01-2023 14:51,,01-01-2023 16:40,,01-01-2023 16:58,,01-01-2023 17:46,,127,48,No,Weather,73,6
SH7385,28-09-2023,ATL,LAS,01-01-2023 20:32,,01-01-2023 21:48,,02-01-2023 01:49,,02-01-2023 03:07,,317,78,No,Weather,109,7
SH5351,15-12-2023,ORD,DEN,01-01-2023 18:12,,01-01-2023 18:30,,01-01-2023 23:40,,02-01-2023 00:00,,328,20,No,Weather,265,8
SH7171,15-01-2025,JFK,LAX,01-01-2023 03:36,,01-01-2023 04:09,,01-01-2023 08:24,,01-01-2023 08:27,,288,3,No,Weather,220,3
SH2099,20-11-2024,ATL,SFO,01-01-2023 21:40,,01-01-2023 23:05,,02-01-2023 00:40,,02-01-2023 01:51,,180,71,Yes,Technical Issue,196,6
SH0771,11-05-2023,ATL,DFW,01-01-2023 19:48,,01-01-2023 21:11,,01-01-2023 21:41,,01-01-2023 22:34,,113,53,No,Technical Issue,177,7
SH2513,23-05-2025,ATL,MIA,01-01-2023 22:00,,01-01-2023 23:13,,02-01-2023 01:25,,02-01-2023 01:48,,205,23,No,Weather,189,10
SH2735,07-01-2023,ORD,ORD,01-01-2023 03:07,,01-01-2023 03:18,,01-01-2023 08:57,,01-01-2023 10:30,,350,93,No,Air Traffic,150,10
SH0205,08-06-2023,JFK,DEN,01-01-2023 03:56,,01-01-2023 05:07,,01-01-2023 09:45,,01-01-2023 10:55,,349,70,No,Air Traffic,102,10
SH1399,16-06-2024,JFK,DFW,01-01-2023 03:32,,01-01-2023 04:42,,01-01-2023 07:31,,01-01-2023 07:54,,239,23,No,Crew Unavailability,76,7
SH8036,02-06-2024,DEN,DEN,01-01-2023 03:15,,01-01-2023 03:54,,01-01-2023 06:20,,01-01-2023 07:41,,185,81,No,Technical Issue,77,8
SH2920,07-02-2023,MIA,LAS,01-01-2023 14:40,,01-01-2023 16:31,,01-01-2023 17:34,,01-01-2023 19:24,,174,110,No,None,52,5
SH9588,07-04-2025,ATL,MIA,01-01-2023 18:47,,01-01-2023 19:17,,01-01-2023 21:32,,01-01-2023 22:43,,165,71,No,Air Traffic,202,8
SH7946,30-08-2024,ORD,MIA,01-01-2023 04:53,,01-01-2023 06:45,,01-01-2023 09:21,,01-01-2023 10:11,,268,50,No,Weather,281,8
SH0268,25-01-2024,DFW,ORD,01-01-2023 00:49,,01-01-2023 00:49,,01-01-2023 01:51,,01-01-2023 03:25,,62,94,No,None,216,6
SH7864,22-05-2023,ATL,LAX,01-01-2023 02:57,,01-01-2023 04:32,,01-01-2023 07:20,,01-01-2023 07:38,,263,18,No,Technical Issue,79,3
SH9408,15-10-2024,DFW,DFW,01-01-2023 22:01,,01-01-2023 22:44,,02-01-2023 00:22,,02-01-2023 00:40,,141,18,No,None,126,10
SH7819,17-05-2024,MIA,MIA,01-01-2023 00:15,,01-01-2023 00:41,,01-01-2023 06:05,,01-01-2023 07:59,,350,114,No,Weather,262,7
SH7504,26-11-2023,MIA,DEN,01-01-2023 19:27,,01-01-2023 19:40,,01-01-2023 21:19,,01-01-2023 22:54,,112,95,No,None,58,4
SH4754,31-03-2023,ORD,ORD,01-01-2023 13:56,,01-01-2023 14:39,,01-01-2023 15:36,,01-01-2023 16:26,,100,50,No,Weather,188,7
SH8412,31-03-2025,MIA,ATL,01-01-2023 07:00,,01-01-2023 08:10,,01-01-2023 10:30,,01-01-2023 11:57,,210,87,No,Weather,194,3
SH2622,02-04-2025,MIA,LAX,01-01-2023 19:47,,01-01-2023 20:59,,01-01-2023 21:11,,01-01-2023 21:41,,84,30,No,Weather,157,10
SH3652,10-06-2024,LAS,ATL,01-01-2023 08:33,,01-01-2023 10:19,,01-01-2023 13:20,,01-01-2023 15:16,,287,116,No,Technical Issue,230,2
SH9585,20-02-2025,MIA,SEA,01-01-2023 11:20,,01-01-2023 13:18,,01-01-2023 13:31,,01-01-2023 13:52,,131,21,No,None,292,1
SH6944,01-01-2024,DEN,LAS,01-01-2023 22:45,,02-01-2023 00:41,,02-01-2023 01:35,,02-01-2023 02:24,,170,49,No,Air Traffic,299,6
SH5960,30-10-2024,SFO,LAS,01-01-2023 09:17,,01-01-2023 09:26,,01-01-2023 15:01,,01-01-2023 15:46,,344,45,No,Air Traffic,60,8
SH0173,13-04-2025,MIA,ATL,01-01-2023 09:24,,01-01-2023 09:34,,01-01-2023 12:33,,01-01-2023 13:27,,189,54,No,Air Traffic,182,9
SH8896,12-06-2024,SEA,DFW,01-01-2023 10:46,,01-01-2023 11:30,,01-01-2023 16:06,,01-01-2023 16:34,,320,28,No,Technical Issue,188,3
SH5348,10-08-2025,SFO,SFO,01-01-2023 11:53,,01-01-2023 12:05,,01-01-2023 13:48,,01-01-2023 15:09,,115,81,No,Weather,77,5
SH2578,26-04-2023,LAX,MIA,01-01-2023 21:31,,01-01-2023 21:57,,02-01-2023 01:51,,02-01-2023 02:40,,260,49,No,None,281,10
SH7742,24-03-2024,ATL,SEA,01-01-2023 22:38,,01-01-2023 23:35,,02-01-2023 03:04,,02-01-2023 04:26,,266,82,No,Technical Issue,65,10
SH3133,02-04-2023,MIA,LAS,01-01-2023 17:23,,01-01-2023 18:41,,01-01-2023 22:25,,01-01-2023 23:21,,302,56,No,Weather,185,4
SH6041,03-09-2023,MIA,ORD,01-01-2023 23:09,,02-01-2023 01:07,,02-01-2023 01:39,,02-01-2023 02:04,,150,25,No,Technical Issue,96,4
SH8782,12-01-2025,SEA,DEN,01-01-2023 19:44,,01-01-2023 21:15,,01-01-2023 23:27,,01-01-2023 23:41,,223,14,No,None,130,9
SH7219,23-04-2024,DFW,LAX,01-01-2023 04:44,,01-01-2023 05:55,,01-01-2023 09:02,,01-01-2023 09:42,,258,40,No,Weather,52,3
SH9030,06-02-2023,JFK,LAX,01-01-2023 02:28,,01-01-2023 02:50,,01-01-2023 04:28,,01-01-2023 04:54,,120,26,No,Air Traffic,140,10
SH5608,26-05-2024,MIA,JFK,01-01-2023 13:08,,01-01-2023 14:20,,01-01-2023 16:29,,01-01-2023 18:19,,201,110,No,Air Traffic,278,3
SH4198,18-05-2024,LAX,MIA,01-01-2023 05:49,,01-01-2023 06:20,,01-01-2023 09:12,,01-01-2023 10:48,,203,96,No,Weather,142,2
SH3409,29-08-2024,JFK,SFO,01-01-2023 09:18,,01-01-2023 11:16,,01-01-2023 13:41,,01-01-2023 14:26,,263,45,No,Weather,248,5
SH2725,23-11-2024,SEA,LAX,01-01-2023 18:38,,01-01-2023 19:33,,01-01-2023 21:45,,01-01-2023 23:25,,187,100,No,Technical Issue,77,2
SH0919,18-06-2025,ORD,JFK,01-01-2023 08:58,,01-01-2023 09:00,,01-01-2023 13:10,,01-01-2023 13:55,,252,45,No,Weather,108,6
SH9119,20-08-2024,SFO,SEA,01-01-2023 02:44,,01-01-2023 04:33,,01-01-2023 07:50,,01-01-2023 09:14,,306,84,No,Weather,108,7
SH5951,27-06-2024,MIA,ATL,01-01-2023 00:36,,01-01-2023 01:54,,01-01-2023 03:16,,01-01-2023 04:28,,160,72,No,Air Traffic,122,1
SH4918,06-04-2024,DFW,SEA,01-01-2023 18:15,,01-01-2023 19:28,,01-01-2023 21:58,,01-01-2023 22:35,,223,37,No,Air Traffic,55,7
SH1470,04-03-2023,LAX,DFW,01-01-2023 00:07,,01-01-2023 01:51,,01-01-2023 06:05,,01-01-2023 06:41,,358,36,No,Weather,251,1
SH4356,21-11-2023,SFO,SFO,01-01-2023 01:39,,01-01-2023 02:36,,01-01-2023 03:14,,01-01-2023 04:41,,95,87,No,Air Traffic,191,2
SH9648,30-05-2025,DFW,LAS,01-01-2023 05:46,,01-01-2023 06:14,,01-01-2023 09:39,,01-01-2023 10:11,,233,32,No,Weather,87,9
SH5310,19-09-2024,LAS,MIA,01-01-2023 19:58,,01-01-2023 20:50,,02-01-2023 00:18,,02-01-2023 01:55,,260,97,No,Technical Issue,222,9
SH0459,16-10-2023,JFK,LAX,01-01-2023 00:52,,01-01-2023 02:39,,01-01-2023 04:44,,01-01-2023 05:54,,232,70,No,Weather,276,4
SH6334,04-01-2025,DEN,DEN,01-01-2023 06:17,,01-01-2023 06:32,,01-01-2023 11:37,,01-01-2023 12:05,,320,28,No,None,80,10
SH1583,05-07-2025,DEN,LAS,01-01-2023 02:41,,01-01-2023 04:05,,01-01-2023 07:42,,01-01-2023 08:45,,301,63,No,Technical Issue,125,4
SH5389,21-07-2025,ATL,JFK,01-01-2023 11:05,,01-01-2023 12:40,,01-01-2023 16:50,,01-01-2023 17:18,,345,28,No,Weather,298,10
SH5314,19-12-2024,DFW,ATL,01-01-2023 13:10,,01-01-2023 14:38,,01-01-2023 19:04,,01-01-2023 20:57,,354,113,No,Crew Unavailability,157,4
SH6641,27-05-2024,SFO,SEA,01-01-2023 10:52,,01-01-2023 12:52,,01-01-2023 16:20,,01-01-2023 17:59,,328,99,No,Weather,256,6
SH5449,01-05-2024,SFO,LAS,01-01-2023 17:32,,01-01-2023 18:52,,01-01-2023 19:58,,01-01-2023 21:16,,146,78,No,Crew Unavailability,94,7
SH7153,27-02-2024,ORD,DFW,01-01-2023 12:54,,01-01-2023 13:15,,01-01-2023 14:37,,01-01-2023 16:29,,103,112,No,Technical Issue,89,9
SH3413,28-09-2024,LAX,SFO,01-01-2023 18:52,,01-01-2023 20:49,,01-01-2023 23:03,,02-01-2023 00:55,,251,112,No,Technical Issue,248,8
SH5160,22-04-2024,LAS,DEN,01-01-2023 17:10,,01-01-2023 18:57,,01-01-2023 22:43,,01-01-2023 23:53,,333,70,No,Crew Unavailability,286,5
SH6925,18-06-2023,ATL,ATL,01-01-2023 17:52,,01-01-2023 19:52,,01-01-2023 20:22,,01-01-2023 22:21,,150,119,No,Air Traffic,145,8
SH3745,06-09-2023,JFK,LAS,01-01-2023 07:04,,01-01-2023 08:46,,01-01-2023 12:57,,01-01-2023 14:09,,353,72,No,Air Traffic,296,2
SH5167,10-07-2024,DEN,LAS,01-01-2023 11:06,,01-01-2023 12:12,,01-01-2023 13:03,,01-01-2023 14:05,,117,62,No,Weather,135,4
SH4114,18-01-2023,JFK,DEN,01-01-2023 01:08,,01-01-2023 01:35,,01-01-2023 02:09,,01-01-2023 03:11,,61,62,No,Crew Unavailability,108,2
SH6442,13-09-2025,LAS,SEA,01-01-2023 16:49,,01-01-2023 18:45,,01-01-2023 19:46,,01-01-2023 21:18,,177,92,No,Weather,188,6
SH4169,26-09-2024,LAX,DEN,01-01-2023 12:17,,01-01-2023 13:10,,01-01-2023 15:03,,01-01-2023 15:51,,166,48,No,Weather,82,6
SH2779,08-10-2024,DFW,JFK,01-01-2023 22:24,,02-01-2023 00:09,,02-01-2023 03:05,,02-01-2023 04:45,,281,100,No,Air Traffic,166,8
SH4615,10-03-2024,LAS,JFK,01-01-2023 14:01,,01-01-2023 14:11,,01-01-2023 19:24,,01-01-2023 20:23,,323,59,No,Weather,107,1
SH2516,30-01-2025,JFK,ORD,01-01-2023 20:07,,01-01-2023 21:56,,01-01-2023 22:08,,01-01-2023 23:38,,121,90,No,Technical Issue,61,10
SH2322,13-09-2023,JFK,JFK,01-01-2023 17:30,,01-01-2023 17:37,,01-01-2023 19:38,,01-01-2023 21:36,,128,118,No,None,50,3
SH5379,27-09-2023,JFK,DFW,01-01-2023 19:36,,01-01-2023 21:05,,01-01-2023 23:08,,01-01-2023 23:39,,212,31,Yes,Crew Unavailability,55,1
SH9612,18-03-2023,ORD,DEN,01-01-2023 15:19,,01-01-2023 16:52,,01-01-2023 20:23,,01-01-2023 20:41,,304,18,No,Air Traffic,248,7
SH6401,22-08-2025,SEA,ATL,01-01-2023 18:48,,01-01-2023 20:29,,02-01-2023 00:10,,02-01-2023 00:12,,322,2,No,None,194,6
SH1310,09-04-2025,LAX,ORD,01-01-2023 18:44,,01-01-2023 20:14,,02-01-2023 00:40,,02-01-2023 01:53,,356,73,Yes,Weather,241,6
SH6770,03-01-2024,SEA,DEN,01-01-2023 03:32,,01-01-2023 04:21,,01-01-2023 07:35,,01-01-2023 07:50,,243,15,No,None,87,8
SH0372,12-09-2023,MIA,SFO,01-01-2023 22:42,,01-01-2023 23:20,,02-01-2023 00:20,,02-01-2023 00:50,,98,30,No,None,129,9
SH2219,10-07-2023,SEA,DFW,01-01-2023 08:21,,01-01-2023 08:59,,01-01-2023 13:56,,01-01-2023 15:04,,335,68,No,Technical Issue,56,9
SH3361,01-04-2024,LAS,JFK,01-01-2023 19:39,,01-01-2023 19:58,,02-01-2023 00:43,,02-01-2023 00:58,,304,15,No,Technical Issue,240,10
SH0181,07-12-2023,DFW,LAS,01-01-2023 13:42,,01-01-2023 15:35,,01-01-2023 18:40,,01-01-2023 20:06,,298,86,No,Crew Unavailability,172,10
SH7717,21-03-2025,MIA,SFO,01-01-2023 06:29,,01-01-2023 08:18,,01-01-2023 12:14,,01-01-2023 12:33,,345,19,No,None,131,8
SH6950,21-06-2024,DEN,MIA,01-01-2023 19:13,,01-01-2023 20:08,,01-01-2023 21:58,,01-01-2023 23:33,,165,95,No,Technical Issue,166,3
SH7363,24-07-2025,LAS,JFK,01-01-2023 21:52,,01-01-2023 23:14,,02-01-2023 03:18,,02-01-2023 04:28,,326,70,No,Weather,58,9
SH4005,13-06-2024,DFW,ORD,01-01-2023 18:20,,01-01-2023 18:51,,01-01-2023 23:35,,02-01-2023 00:45,,315,70,No,Technical Issue,81,7
SH3476,23-12-2023,MIA,MIA,01-01-2023 07:17,,01-01-2023 09:07,,01-01-2023 11:55,,01-01-2023 12:43,,278,48,No,None,169,7
SH7211,08-02-2025,LAX,LAX,01-01-2023 03:08,,01-01-2023 04:41,,01-01-2023 08:42,,01-01-2023 09:02,,334,20,No,Weather,198,5
SH6047,03-10-2023,ATL,LAS,01-01-2023 16:06,,01-01-2023 17:44,,01-01-2023 17:44,,01-01-2023 18:49,,98,65,No,Air Traffic,75,9
SH5997,12-08-2024,DEN,MIA,01-01-2023 16:20,,01-01-2023 17:57,,01-01-2023 18:55,,01-01-2023 20:32,,155,97,No,None,172,8
SH5773,07-01-2023,DEN,SEA,01-01-2023 00:13,,01-01-2023 01:18,,01-01-2023 05:55,,01-01-2023 06:26,,342,31,No,Technical Issue,193,6
SH3928,22-06-2023,DFW,ORD,01-01-2023 03:57,,01-01-2023 05:01,,01-01-2023 07:51,,01-01-2023 08:17,,234,26,No,Crew Unavailability,81,2
SH6237,17-08-2023,JFK,ORD,01-01-2023 20:29,,01-01-2023 20:56,,02-01-2023 02:20,,02-01-2023 03:52,,351,92,No,Air Traffic,146,1
SH5346,15-12-2023,MIA,ORD,01-01-2023 21:41,,01-01-2023 23:16,,02-01-2023 00:52,,02-01-2023 02:23,,191,91,No,None,108,10
SH4697,30-12-2023,ORD,MIA,01-01-2023 03:53,,01-01-2023 04:45,,01-01-2023 06:48,,01-01-2023 06:52,,175,4,No,Weather,274,1
SH7262,25-02-2025,JFK,LAX,01-01-2023 12:28,,01-01-2023 13:44,,01-01-2023 17:52,,01-01-2023 19:12,,324,80,No,Weather,298,6
SH5206,14-02-2024,DEN,MIA,01-01-2023 18:09,,01-01-2023 20:07,,01-01-2023 23:52,,01-01-2023 23:55,,343,3,No,Air Traffic,55,4
SH8554,07-04-2023,JFK,JFK,01-01-2023 19:29,,01-01-2023 19:40,,01-01-2023 20:57,,01-01-2023 22:48,,88,111,No,Crew Unavailability,66,8
SH1180,14-04-2025,DFW,ATL,01-01-2023 09:13,,01-01-2023 10:57,,01-01-2023 11:07,,01-01-2023 13:03,,114,116,No,Weather,120,7
SH9416,07-11-2023,MIA,DEN,01-01-2023 13:44,,01-01-2023 14:41,,01-01-2023 19:06,,01-01-2023 20:54,,322,108,No,Technical Issue,253,1
SH4037,18-11-2023,ORD,ORD,01-01-2023 15:03,,01-01-2023 16:45,,01-01-2023 20:49,,01-01-2023 20:59,,346,10,No,Weather,281,8
SH2903,07-11-2023,SFO,LAS,01-01-2023 13:28,,01-01-2023 14:16,,01-01-2023 18:32,,01-01-2023 20:03,,304,91,No,None,293,9
SH4423,04-02-2024,JFK,ORD,01-01-2023 22:55,,01-01-2023 23:37,,02-01-2023 02:59,,02-01-2023 04:13,,244,74,No,Weather,81,1
SH4988,21-11-2024,DEN,ATL,01-01-2023 16:40,,01-01-2023 17:26,,01-01-2023 18:24,,01-01-2023 18:56,,104,32,Yes,Technical Issue,252,4
SH4133,13-11-2024,SFO,LAS,01-01-2023 04:16,,01-01-2023 04:57,,01-01-2023 06:04,,01-01-2023 07:36,,108,92,No,None,279,7
SH8185,11-02-2023,LAX,SEA,01-01-2023 17:13,,01-01-2023 17:30,,01-01-2023 19:23,,01-01-2023 20:14,,130,51,No,Weather,147,1
SH0960,27-06-2024,LAX,DFW,01-01-2023 19:00,,01-01-2023 20:37,,01-01-2023 20:18,,01-01-2023 20:37,,78,19,No,Air Traffic,178,10
SH5847,25-08-2025,ATL,DEN,01-01-2023 02:32,,01-01-2023 04:01,,01-01-2023 04:00,,01-01-2023 04:35,,88,35,No,Technical Issue,115,9
SH2043,11-03-2023,ORD,JFK,01-01-2023 21:55,,01-01-2023 22:39,,02-01-2023 02:53,,02-01-2023 03:44,,298,51,No,Air Traffic,172,1
SH2258,28-02-2024,JFK,ORD,01-01-2023 12:33,,01-01-2023 12:50,,01-01-2023 14:29,,01-01-2023 16:10,,116,101,No,Crew Unavailability,282,8
SH3012,01-04-2025,LAS,DEN,01-01-2023 22:10,,01-01-2023 23:54,,02-01-2023 04:01,,02-01-2023 04:24,,351,23,Yes,Air Traffic,200,6
SH4566,30-08-2024,ORD,SFO,01-01-2023 13:42,,01-01-2023 14:52,,01-01-2023 19:40,,01-01-2023 20:33,,358,53,No,Air Traffic,133,1
SH2866,31-08-2024,ATL,ATL,01-01-2023 05:09,,01-01-2023 05:20,,01-01-2023 10:07,,01-01-2023 10:08,,298,1,No,Crew Unavailability,188,1
SH7291,11-04-2023,ATL,DEN,01-01-2023 13:33,,01-01-2023 15:32,,01-01-2023 19:05,,01-01-2023 19:13,,332,8,No,Crew Unavailability,183,2
SH3266,25-04-2023,SEA,DFW,01-01-2023 16:19,,01-01-2023 16:19,,01-01-2023 19:14,,01-01-2023 20:00,,175,46,No,Technical Issue,169,9
SH7371,11-02-2023,SFO,JFK,01-01-2023 07:02,,01-01-2023 08:01,,01-01-2023 08:27,,01-01-2023 09:23,,85,56,No,None,119,10
SH1366,16-03-2024,DEN,DEN,01-01-2023 19:40,,01-01-2023 20:37,,01-01-2023 21:50,,01-01-2023 23:16,,130,86,No,Air Traffic,267,9
SH2529,07-08-2025,LAX,JFK,01-01-2023 08:20,,01-01-2023 09:31,,01-01-2023 11:02,,01-01-2023 11:34,,162,32,No,Technical Issue,119,4
SH3723,28-12-2023,SFO,ATL,01-01-2023 23:36,,01-01-2023 23:44,,02-01-2023 02:28,,02-01-2023 02:49,,172,21,No,None,72,10
SH8748,06-01-2025,LAS,ATL,01-01-2023 02:33,,01-01-2023 02:52,,01-01-2023 04:10,,01-01-2023 04:29,,97,19,No,Technical Issue,213,10
SH7700,06-12-2024,ORD,SFO,01-01-2023 07:53,,01-01-2023 08:14,,01-01-2023 09:30,,01-01-2023 10:29,,97,59,No,Air Traffic,293,3
SH4310,19-11-2024,ORD,LAS,01-01-2023 00:29,,01-01-2023 00:57,,01-01-2023 02:28,,01-01-2023 04:17,,119,109,No,Air Traffic,230,2
